Surah,Ayah,Text,Label
29,25,"And he said: ""For you, ye have taken (for worship) idols besides Allah, out of mutual love and regard between yourselves in this life; but on the Day of Judgment ye shall disown each other and curse each other: and your abode will be the Fire, and ye shall have none to help.""",['alam-akhirat']
29,26,"But Lut had faith in Him: He said: ""I will leave home for the sake of my Lord: for He is Exalted in Might, and Wise.""","['aqidah', 'kisah']"
29,27,"And We gave (Abraham) Isaac and Jacob, and ordained among his progeny Prophethood and Revelation, and We granted him his reward in this life; and he was in the Hereafter (of the company) of the Righteous.",['kisah']
29,30,"He said: ""O my Lord! help Thou me against people who do mischief!""",['syariah']
29,31,"When Our Messengers came to Abraham with the good news, they said: ""We are indeed going to destroy the people of this township: for truly they are (addicted to) crime.""",['kisah']
29,32,"He said: ""But there is Lut there."" They said: ""Well do we know who is there: we will certainly save him and his following,- except his wife: she is of those who lag behind!""",['kisah']
29,33,"And when Our Messengers came to Lut, he was grieved on their account, and felt himself powerless (to protect) them: but they said: ""Fear thou not, nor grieve: we are (here) to save thee and thy following, except thy wife: she is of those who lag behind.",['kisah']
29,34,"""For we are going to bring down on the people of this township a Punishment from heaven, because they have been wickedly rebellious.""","['aqidah', 'kisah', 'alam-dunia']"
29,35,"And We have left thereof an evident Sign, for any people who (care to) understand.",['kisah']
29,36,"To the Madyan (people) (We sent) their brother Shu'aib. Then he said: ""O my people! serve Allah, and fear the Last Day: nor commit evil on the earth, with intent to do mischief.""","['aqidah', 'kisah', 'alam-dunia']"
29,37,"But they rejected him: Then the mighty Blast seized them, and they lay prostrate in their homes by the morning.",['kisah']
29,38,"(Remember also) the 'Ad and the Thamud (people): clearly will appear to you from (the traces) of their buildings (their fate): the Evil One made their deeds alluring to them, and kept them back from the Path, though they were gifted with intelligence and skill.","['kisah', 'alam-ghaib']"
29,39,"(Remember also) Qarun, Pharaoh, and Haman: there came to them Moses with Clear Signs, but they behaved with insolence on the earth; yet they could not overreach (Us).","['kisah', 'alam-dunia']"
29,40,"Each one of them We seized for his crime: of them, against some We sent a violent tornado (with showers of stones); some were caught by a (mighty) Blast; some We caused the earth to swallow up; and some We drowned (in the waters): It was not Allah Who injured (or oppressed) them:"" They injured (and oppressed) their own souls.","['aqidah', 'kisah', 'alam-dunia']"
29,41,"The parable of those who take protectors other than Allah is that of the spider, who builds (to itself) a house; but truly the flimsiest of houses is the spider's house;- if they but knew.","['aqidah', 'ilmu', 'alam-dunia']"
29,42,"Verily Allah doth know of (every thing) whatever that they call upon besides Him: and He is Exalted (in power), Wise.",['aqidah']
29,43,"And such are the Parables We set forth for mankind, but only those understand them who have knowledge.",['ilmu']
29,44,Allah created the heavens and the earth in true (proportions): verily in that is a Sign for those who believe.,['alam-dunia']
29,45,"Recite what is sent of the Book by inspiration to thee, and establish regular Prayer: for Prayer restrains from shameful and unjust deeds; and remembrance of Allah is the greatest (thing in life) without doubt. And Allah knows the (deeds) that ye do.","['aqidah', 'syariah']"
29,46,"And dispute ye not with the People of the Book, except with means better (than mere disputation), unless it be with those of them who inflict wrong (and injury): but say, ""We believe in the revelation which has come down to us and in that which came down to you; Our Allah and your Allah is one; and it is to Him we bow (in Islam).""",['aqidah']
29,47,"And thus (it is) that We have sent down the Book to thee. So the People of the Book believe therein, as also do some of these (pagan Arabs): and none but Unbelievers reject our signs.",['aqidah']
29,50,"Ye they say: ""Why are not Signs sent down to him from his Lord?"" Say: ""The signs are indeed with Allah: and I am indeed a clear Warner.""",['aqidah']
29,51,"And is it not enough for them that we have sent down to thee the Book which is rehearsed to them? Verily, in it is Mercy and a Reminder to those who believe.",['aqidah']
29,52,"Say: ""Enough is Allah for a witness between me and you: He knows what is in the heavens and on earth. And it is those who believe in vanities and reject Allah, that will perish (in the end).",['alam-dunia']
29,54,"They ask thee to hasten on the Punishment: but, of a surety, Hell will encompass the Rejecters of Faith!-",['alam-akhirat']
29,56,"O My servants who believe! truly, spacious is My Earth: therefore serve ye Me - (and Me alone)!","['aqidah', 'alam-dunia']"
29,57,Every soul shall have a taste of death in the end to Us shall ye be brought back.,"['akhlak', 'alam-dunia']"
29,58,"But those who believe and work deeds of righteousness - to them shall We give a Home in Heaven,- lofty mansions beneath which flow rivers,- to dwell therein for aye;- an excellent reward for those who do (good)!-","['aqidah', 'akhlak', 'alam-dunia', 'alam-akhirat']"
29,59,"Those who persevere in patience, and put their trust, in their Lord and Cherisher.",['akhlak']
29,60,How many are the creatures that carry not their own sustenance? It is Allah who feeds (both) them and you: for He hears and knows (all things).,['aqidah']
29,61,"If indeed thou ask them who has created the heavens and the earth and subjected the sun and the moon (to his Law), they will certainly reply, ""Allah"". How are they then deluded away (from the truth)?","['aqidah', 'alam-dunia']"
29,62,"Allah enlarges the sustenance (which He gives) to whichever of His servants He pleases; and He (similarly) grants by (strict) measure, (as He pleases): for Allah has full knowledge of all things.",['ilmu']
29,63,"And if indeed thou ask them who it is that sends down rain from the sky, and gives life therewith to the earth after its death, they will certainly reply, ""Allah!"" Say, ""Praise be to Allah!"" But most of them understand not.","['ilmu', 'alam-dunia']"
29,65,"Now, if they embark on a boat, they call on Allah, making their devotion sincerely (and exclusively) to Him; but when He has delivered them safely to (dry) land, behold, they give a share (of their worship to others)!-",['syariah']
29,68,And who does more wrong than he who invents a lie against Allah or rejects the Truth when it reaches him? Is there not a home in Hell for those who reject Faith?,['alam-akhirat']
29,69,"And those who strive in Our (cause),- We will certainly guide them to our Paths: For verily Allah is with those who do right.",['syariah']
31,1,A. L. M.,['aqidah']
31,2,"These are Verses of the Wise Book,-",['aqidah']
31,3,"A Guide and a Mercy to the Doers of Good,-","['aqidah', 'syariah']"
31,4,"Those who establish regular Prayer, and give regular Charity, and have (in their hearts) the assurance of the Hereafter.",['syariah']
31,6,"But there are, among men, those who purchase idle tales, without knowledge (or meaning), to mislead (men) from the Path of Allah and throw ridicule (on the Path): for such there will be a Humiliating Penalty.","['aqidah', 'syariah', 'alam-dunia']"
31,7,"When Our Signs are rehearsed to such a one, he turns away in arrogance, as if he heard them not, as if there were deafness in both his ears: announce to him a grievous Penalty.",['aqidah']
31,8,"For those who believe and work righteous deeds, there will be Gardens of Bliss,-","['aqidah', 'akhlak', 'alam-akhirat']"
31,9,"To dwell therein. The promise of Allah is true: and He is Exalted in Power, Wise.","['aqidah', 'alam-akhirat']"
31,10,"He created the heavens without any pillars that ye can see; He set on the earth mountains standing firm, lest it should shake with you; and He scattered through it beasts of all kinds. We send down rain from the sky, and produce on the earth every kind of noble creature, in pairs.","['aqidah', 'syariah', 'ilmu', 'alam-dunia']"
31,11,"Such is the Creation of Allah: now show Me what is there that others besides Him have created: nay, but the Transgressors are in manifest error.",['aqidah']
31,12,"we bestowed (in the past) Wisdom on Luqman: ""Show (thy) gratitude to Allah."" Any who is (so) grateful does so to the profit of his own soul: but if any is ungrateful, verily Allah is free of all wants, Worthy of all praise.","['aqidah', 'akhlak', 'ilmu', 'kisah']"
31,13,"Behold, Luqman said to his son by way of instruction: ""O my son! join not in worship (others) with Allah: for false worship is indeed the highest wrong-doing.""","['aqidah', 'akhlak', 'kisah']"
31,14,"And We have enjoined on man (to be good) to his parents: in travail upon travail did his mother bear him, and in years twain was his weaning: (hear the command), ""Show gratitude to Me and to thy parents: to Me is (thy final) Goal.","['syariah', 'akhlak', 'ilmu', 'kisah']"
31,15,"""But if they strive to make thee join in worship with Me things of which thou hast no knowledge, obey them not; yet bear them company in this life with justice (and consideration), and follow the way of those who turn to me (in love): in the end the return of you all is to Me, and I will tell you the truth (and meaning) of all that ye did.""","['aqidah', 'syariah', 'kisah']"
31,16,"""O my son!"" (said Luqman), ""If there be (but) the weight of a mustard-seed and it were (hidden) in a rock, or (anywhere) in the heavens or on earth, Allah will bring it forth: for Allah understands the finest mysteries, (and) is well-acquainted (with them).","['aqidah', 'kisah', 'alam-dunia']"
31,17,"""O my son! establish regular prayer, enjoin what is just, and forbid what is wrong: and bear with patient constancy whatever betide thee; for this is firmness (of purpose) in (the conduct of) affairs.","['syariah', 'akhlak', 'kisah']"
31,18,"""And swell not thy cheek (for pride) at men, nor walk in insolence through the earth; for Allah loveth not any arrogant boaster.","['aqidah', 'kisah', 'alam-dunia']"
31,19,"""And be moderate in thy pace, and lower thy voice; for the harshest of sounds without doubt is the braying of the ass.""","['akhlak', 'kisah', 'alam-dunia']"
31,20,"Do ye not see that Allah has subjected to your (use) all things in the heavens and on earth, and has made his bounties flow to you in exceeding measure, (both) seen and unseen? Yet there are among men those who dispute about Allah, without knowledge and without guidance, and without a Book to enlighten them!",['alam-dunia']
31,21,"When they are told to follow the (Revelation) that Allah has sent down, they say: ""Nay, we shall follow the ways that we found our fathers (following). ""What! even if it is Satan beckoning them to the Penalty of the (Blazing) Fire?","['aqidah', 'alam-akhirat']"
31,23,"But if any reject Faith, let not his rejection grieve thee: to Us is their return, and We shall tell them the truth of their deeds: for Allah knows well all that is in (men's) hearts.",['aqidah']
31,25,"If thou ask them, who it is that created the heavens and the earth. They will certainly say, ""Allah"". Say: ""Praise be to Allah!"" But most of them understand not.","['aqidah', 'alam-dunia']"
31,26,"To Allah belong all things in heaven and earth: verily Allah is He (that is) free of all wants, worthy of all praise.","['aqidah', 'ilmu', 'alam-dunia']"
31,27,"And if all the trees on earth were pens and the ocean (were ink), with seven oceans behind it to add to its (supply), yet would not the words of Allah be exhausted (in the writing): for Allah is Exalted in Power, full of Wisdom.","['ilmu', 'alam-dunia']"
31,28,And your creation or your resurrection is in no wise but as an individual soul: for Allah is He Who hears and sees (all things).,['aqidah']
31,29,"Seest thou not that Allah merges Night into Day and he merges Day into Night; that He has subjected the sun, and the moon (to his Law), each running its course for a term appointed; and that Allah is well-acquainted with all that ye do?","['ilmu', 'alam-dunia']"
31,30,"That is because Allah is the (only) Reality, and because whatever else they invoke besides Him is Falsehood; and because Allah,- He is the Most High, Most Great.",['aqidah']
31,31,Seest thou not that the ships sail through the ocean by the Grace of Allah?- that He may show you of His Signs? Verily in this are Signs for all who constantly persevere and give thanks.,"['akhlak', 'ilmu', 'alam-dunia']"
31,32,"When a wave covers them like the canopy (of clouds), they call to Allah, offering Him sincere devotion. But when He has delivered them safely to land, there are among them those that halt between (right and wrong). But none reject Our Signs except only a perfidious ungrateful (wretch)!",['syariah']
31,33,"O mankind! do your duty to your Lord, and fear (the coming of) a Day when no father can avail aught for his son, nor a son avail aught for his father. Verily, the promise of Allah is true: let not then this present life deceive you, nor let the chief Deceiver deceive you about Allah.","['aqidah', 'syariah', 'alam-dunia']"
31,34,"Verily the knowledge of the Hour is with Allah (alone). It is He Who sends down rain, and He Who knows what is in the wombs. Nor does any one know what it is that he will earn on the morrow: Nor does any one know in what land he is to die. Verily with Allah is full knowledge and He is acquainted (with all things).","['aqidah', 'akhlak', 'alam-dunia', 'alam-akhirat']"
32,1,A. L. M.,['aqidah']
32,2,"(This is) the Revelation of the Book in which there is no doubt,- from the Lord of the Worlds.",['aqidah']
32,3,"Or do they say, ""He has forged it""? Nay, it is the Truth from thy Lord, that thou mayest admonish a people to whom no warner has come before thee: in order that they may receive guidance.",['aqidah']
32,4,"It is Allah Who has created the heavens and the earth, and all between them, in six Days, and is firmly established on the Throne (of Authority): ye have none, besides Him, to protect or intercede (for you): will ye not then receive admonition?","['aqidah', 'ilmu', 'alam-dunia']"
32,5,"He rules (all) affairs from the heavens to the earth: in the end will (all affairs) go up to Him, on a Day, the space whereof will be (as) a thousand years of your reckoning.","['ilmu', 'alam-dunia', 'alam-akhirat']"
32,6,"Such is He, the Knower of all things, hidden and open, the Exalted (in power), the Merciful;-","['aqidah', 'alam-dunia']"
32,7,"He Who has made everything which He has created most good: He began the creation of man with (nothing more than) clay,","['aqidah', 'ilmu', 'alam-dunia']"
32,8,And made his progeny from a quintessence of the nature of a fluid despised:,['ilmu']
32,9,"But He fashioned him in due proportion, and breathed into him something of His spirit. And He gave you (the faculties of) hearing and sight and feeling (and understanding): little thanks do ye give!","['aqidah', 'akhlak', 'ilmu']"
32,10,"And they say: ""What! when we lie, hidden and lost, in the earth, shall we indeed be in a Creation renewed? Nay, they deny the Meeting with their Lord.","['aqidah', 'alam-dunia']"
32,11,"Say: ""The Angel of Death, put in charge of you, will (duly) take your souls: then shall ye be brought back to your Lord.""","['aqidah', 'akhlak', 'kisah', 'alam-dunia', 'alam-ghaib']"
32,13,"If We had so willed, We could certainly have brought every soul its true guidance: but the Word from Me will come true, ""I will fill Hell with Jinns and men all together.""",['alam-akhirat']
32,14,"""Taste ye then - for ye forgot the Meeting of this Day of yours, and We too will forget you - taste ye the Penalty of Eternity for your (evil) deeds!""",['alam-akhirat']
32,15,"Only those believe in Our Signs, who, when they are recited to them, fall down in prostration, and celebrate the praises of their Lord, nor are they (ever) puffed up with pride.","['aqidah', 'syariah']"
32,16,"Their limbs do forsake their beds of sleep, the while they call on their Lord, in Fear and Hope: and they spend (in charity) out of the sustenance which We have bestowed on them.",['aqidah']
32,17,Now no person knows what delights of the eye are kept hidden (in reserve) for them - as a reward for their (good) deeds.,"['syariah', 'alam-akhirat']"
32,18,Is then the man who believes no better than the man who is rebellious and wicked? Not equal are they.,"['aqidah', 'syariah']"
32,19,"For those who believe and do righteous deeds are Gardens as hospitable homes, for their (good) deeds.","['aqidah', 'akhlak', 'alam-akhirat']"
32,20,"As to those who are rebellious and wicked, their abode will be the Fire: every time they wish to get away therefrom, they will be forced thereinto, and it will be said to them: ""Taste ye the Penalty of the Fire, the which ye were wont to reject as false.""","['aqidah', 'alam-akhirat']"
32,23,We did indeed aforetime give the Book to Moses: be not then in doubt of its reaching (thee): and We made it a guide to the Children of Israel.,"['aqidah', 'kisah']"
32,24,"And We appointed, from among them, leaders, giving guidance under Our command, so long as they persevered with patience and continued to have faith in Our Signs.",['akhlak']
32,25,"Verily thy Lord will judge between them on the Day of Judgment, in the matters wherein they differ (among themselves)",['alam-akhirat']
32,26,"Does it not teach them a lesson, how many generations We destroyed before them, in whose dwellings they (now) go to and fro? Verily in that are Signs: Do they not then listen?","['ilmu', 'kisah']"
32,27,"And do they not see that We do drive rain to parched soil (bare of herbage), and produce therewith crops, providing food for their cattle and themselves? Have they not the vision?","['syariah', 'alam-dunia']"
33,1,"O Prophet! Fear Allah, and hearken not to the Unbelievers and the Hypocrites: verily Allah is full of Knowledge and Wisdom.",['aqidah']
33,2,But follow that which comes to thee by inspiration from thy Lord: for Allah is well acquainted with (all) that ye do.,['aqidah']
33,4,"Allah has not made for any man two hearts in his (one) body: nor has He made your wives whom ye divorce by Zihar your mothers: nor has He made your adopted sons your sons. Such is (only) your (manner of) speech by your mouths. But Allah tells (you) the Truth, and He shows the (right) Way.","['syariah', 'kisah']"
33,5,"Call them by (the names of) their fathers: that is juster in the sight of Allah. But if ye know not their father's (names, call them) your Brothers in faith, or your maulas. But there is no blame on you if ye make a mistake therein: (what counts is) the intention of your hearts: and Allah is Oft-Returning, Most Merciful.","['syariah', 'kisah']"
33,6,"The Prophet is closer to the Believers than their own selves, and his wives are their mothers. Blood-relations among each other have closer personal ties, in the Decree of Allah. Than (the Brotherhood of) Believers and Muhajirs: nevertheless do ye what is just to your closest friends: such is the writing in the Decree (of Allah).","['aqidah', 'syariah', 'kisah']"
33,7,"And remember We took from the prophets their covenant: As (We did) from thee: from Noah, Abraham, Moses, and Jesus the son of Mary: We took from them a solemn covenant:","['aqidah', 'syariah', 'kisah']"
33,9,"O ye who believe! Remember the Grace of Allah, (bestowed) on you, when there came down on you hosts (to overwhelm you): But We sent against them a hurricane and forces that ye saw not: but Allah sees (clearly) all that ye do.","['aqidah', 'kisah', 'alam-dunia']"
33,10,"Behold! they came on you from above you and from below you, and behold, the eyes became dim and the hearts gaped up to the throats, and ye imagined various (vain) thoughts about Allah!","['aqidah', 'kisah', 'alam-dunia']"
33,11,In that situation were the Believers tried: they were shaken as by a tremendous shaking.,"['aqidah', 'kisah']"
33,12,"And behold! The Hypocrites and those in whose hearts is a disease (even) say: ""Allah and His Messenger promised us nothing but delusion!""","['aqidah', 'akhlak', 'kisah']"
33,13,"Behold! A party among them said: ""Ye men of Yathrib! ye cannot stand (the attack)! therefore go back!"" And a band of them ask for leave of the Prophet, saying, ""Truly our houses are bare and exposed,"" though they were not exposed they intended nothing but to run away.",['kisah']
33,14,"And if an entry had been effected to them from the sides of the (city), and they had been incited to sedition, they would certainly have brought it to pass, with none but a brief delay!",['kisah']
33,15,"And yet they had already covenanted with Allah not to turn their backs, and a covenant with Allah must (surely) be answered for.","['syariah', 'kisah']"
33,16,"Say: ""Running away will not profit you if ye are running away from death or slaughter; and even if (ye do escape), no more than a brief (respite) will ye be allowed to enjoy!""","['akhlak', 'alam-dunia']"
33,18,"Verily Allah knows those among you who keep back (men) and those who say to their brethren, ""Come along to us"", but come not to the fight except for just a little while.",['kisah']
33,19,"Covetous over you. Then when fear comes, thou wilt see them looking to thee, their eyes revolving, like (those of) one over whom hovers death: but when the fear is past, they will smite you with sharp tongues, covetous of goods. Such men have no faith, and so Allah has made their deeds of none effect: and that is easy for Allah.",['kisah']
33,20,"They think that the Confederates have not withdrawn; and if the Confederates should come (again), they would wish they were in the deserts (wandering) among the Bedouins, and seeking news about you (from a safe distance); and if they were in your midst, they would fight but little.",['kisah']
33,21,"Ye have indeed in the Messenger of Allah a beautiful pattern (of conduct) for any one whose hope is in Allah and the Final Day, and who engages much in the Praise of Allah.","['aqidah', 'ilmu']"
33,22,"When the Believers saw the Confederate forces, they said: ""This is what Allah and his Messenger had promised us, and Allah and His Messenger told us what was true."" And it only added to their faith and their zeal in obedience.","['aqidah', 'kisah']"
33,23,"Among the Believers are men who have been true to their covenant with Allah: of them some have completed their vow (to the extreme), and some (still) wait: but they have never changed (their determination) in the least:","['aqidah', 'kisah']"
33,24,"That Allah may reward the men of Truth for their Truth, and punish the Hypocrites if that be His Will, or turn to them in Mercy: for Allah is Oft-Forgiving, Most Merciful.","['aqidah', 'akhlak']"
33,25,"And Allah turned back the Unbelievers for (all) their fury: no advantage did they gain; and enough is Allah for the believers in their fight. And Allah is full of Strength, able to enforce His Will.","['aqidah', 'kisah']"
33,26,"And those of the People of the Book who aided them - Allah did take them down from their strongholds and cast terror into their hearts. (So that) some ye slew, and some ye made prisoners.","['aqidah', 'kisah', 'alam-dunia']"
33,27,"And He made you heirs of their lands, their houses, and their goods, and of a land which ye had not frequented (before). And Allah has power over all things.","['aqidah', 'kisah', 'alam-dunia']"
33,28,"O Prophet! Say to thy Consorts: ""If it be that ye desire the life of this World, and its glitter,- then come! I will provide for your enjoyment and set you free in a handsome manner.",['syariah']
33,29,"But if ye seek Allah and His Messenger, and the Home of the Hereafter, verily Allah has prepared for the well-doers amongst you a great reward.",['akhlak']
33,33,"And stay quietly in your houses, and make not a dazzling display, like that of the former Times of Ignorance; and establish regular Prayer, and give regular Charity; and obey Allah and His Messenger. And Allah only wishes to remove all abomination from you, ye members of the Family, and to make you pure and spotless.","['syariah', 'ilmu']"
33,34,"And recite what is rehearsed to you in your homes, of the Signs of Allah and His Wisdom: for Allah understands the finest mysteries and is well-acquainted (with them).",['aqidah']
33,35,"For Muslim men and women,- for believing men and women, for devout men and women, for true men and women, for men and women who are patient and constant, for men and women who humble themselves, for men and women who give in Charity, for men and women who fast (and deny themselves), for men and women who guard their chastity, and for men and women who engage much in Allah's praise,- for them has Allah prepared forgiveness and great reward.","['syariah', 'akhlak']"
33,36,"It is not fitting for a Believer, man or woman, when a matter has been decided by Allah and His Messenger to have any option about their decision: if any one disobeys Allah and His Messenger, he is indeed on a clearly wrong Path.","['akhlak', 'ilmu', 'kisah']"
33,37,"Behold! Thou didst say to one who had received the grace of Allah and thy favour: ""Retain thou (in wedlock) thy wife, and fear Allah."" But thou didst hide in thy heart that which Allah was about to make manifest: thou didst fear the people, but it is more fitting that thou shouldst fear Allah. Then when Zaid had dissolved (his marriage) with her, with the necessary (formality), We joined her in marriage to thee: in order that (in future) there may be no difficulty to the Believers in (the matter of) marriage with the wives of their adopted sons, when the latter have dissolved with the necessary (formality) (their marriage) with them. And Allah's command must be fulfilled.","['syariah', 'akhlak', 'kisah']"
33,38,There can be no difficulty to the Prophet in what Allah has indicated to him as a duty. It was the practice (approved) of Allah amongst those of old that have passed away. And the command of Allah is a decree determined.,"['ilmu', 'kisah']"
33,39,"(It is the practice of those) who preach the Messages of Allah, and fear Him, and fear none but Allah. And enough is Allah to call (men) to account.","['aqidah', 'kisah']"
33,40,"Muhammad is not the father of any of your men, but (he is) the Messenger of Allah, and the Seal of the Prophets: and Allah has full knowledge of all things.","['aqidah', 'kisah']"
33,42,And glorify Him morning and evening.,['syariah']
33,43,"He it is Who sends blessings on you, as do His angels, that He may bring you out from the depths of Darkness into Light: and He is Full of Mercy to the Believers.","['aqidah', 'syariah', 'kisah', 'alam-ghaib']"
33,45,"O Prophet! Truly We have sent thee as a Witness, a Bearer of Glad Tidings, and Warner,-",['aqidah']
33,46,"And as one who invites to Allah's (grace) by His leave, and as a lamp spreading light.",['aqidah']
33,48,"And obey not (the behests) of the Unbelievers and the Hypocrites, and heed not their annoyances, but put thy Trust in Allah. For enough is Allah as a Disposer of affairs.",['aqidah']
33,49,"O ye who believe! When ye marry believing women, and then divorce them before ye have touched them, no period of 'Iddat have ye to count in respect of them: so give them a present. And set them free in a handsome manner.",['syariah']
33,50,"O Prophet! We have made lawful to thee thy wives to whom thou hast paid their dowers; and those whom thy right hand possesses out of the prisoners of war whom Allah has assigned to thee; and daughters of thy paternal uncles and aunts, and daughters of thy maternal uncles and aunts, who migrated (from Makka) with thee; and any believing woman who dedicates her soul to the Prophet if the Prophet wishes to wed her;- this only for thee, and not for the Believers (at large); We know what We have appointed for them as to their wives and the captives whom their right hands possess;- in order that there should be no difficulty for thee. And Allah is Oft-Forgiving, Most Merciful.",['syariah']
33,53,"O ye who believe! Enter not the Prophet's houses,- until leave is given you,- for a meal, (and then) not (so early as) to wait for its preparation: but when ye are invited, enter; and when ye have taken your meal, disperse, without seeking familiar talk. Such (behaviour) annoys the Prophet: he is ashamed to dismiss you, but Allah is not ashamed (to tell you) the truth. And when ye ask (his ladies) for anything ye want, ask them from before a screen: that makes for greater purity for your hearts and for theirs. Nor is it right for you that ye should annoy Allah's Messenger, or that ye should marry his widows after him at any time. Truly such a thing is in Allah's sight an enormity.","['aqidah', 'syariah', 'akhlak']"
33,56,"Allah and His angels send blessings on the Prophet: O ye that believe! Send ye blessings on him, and salute him with all respect.","['aqidah', 'syariah', 'kisah', 'alam-ghaib']"
33,57,"Those who annoy Allah and His Messenger - Allah has cursed them in this World and in the Hereafter, and has prepared for them a humiliating Punishment.","['akhlak', 'alam-akhirat']"
33,58,"And those who annoy believing men and women undeservedly, bear (on themselves) a calumny and a glaring sin.",['akhlak']
33,60,"Truly, if the Hypocrites, and those in whose hearts is a disease, and those who stir up sedition in the City, desist not, We shall certainly stir thee up against them: Then will they not be able to stay in it as thy neighbours for any length of time:","['akhlak', 'alam-dunia']"
33,62,(Such was) the practice (approved) of Allah among those who lived aforetime: No change wilt thou find in the practice (approved) of Allah.,"['aqidah', 'ilmu']"
33,63,"Men ask thee concerning the Hour: Say, ""The knowledge thereof is with Allah (alone)"": and what will make thee understand?- perchance the Hour is nigh!","['ilmu', 'alam-akhirat']"
33,64,"Verily Allah has cursed the Unbelievers and prepared for them a Blazing Fire,-",['alam-akhirat']
33,65,"To dwell therein for ever: no protector will they find, nor helper.",['alam-akhirat']
33,66,"The Day that their faces will be turned upside down in the Fire, they will say: ""Woe to us! Would that we had obeyed Allah and obeyed the Messenger!""",['alam-akhirat']
33,69,"O ye who believe! Be ye not like those who vexed and insulted Moses, but Allah cleared him of the (calumnies) they had uttered: and he was honourable in Allah's sight.","['akhlak', 'kisah']"
33,70,"O ye who believe! Fear Allah, and (always) say a word directed to the Right:",['akhlak']
33,71,"That He may make your conduct whole and sound and forgive you your sins: He that obeys Allah and His Messenger, has already attained the highest achievement.",['akhlak']
33,72,"We did indeed offer the Trust to the Heavens and the Earth and the Mountains; but they refused to undertake it, being afraid thereof: but man undertook it;- He was indeed unjust and foolish;-","['akhlak', 'ilmu', 'alam-dunia']"
33,73,"(With the result) that Allah has to punish the Hypocrites, men and women, and the Unbelievers, men and women, and Allah turns in Mercy to the Believers, men and women: for Allah is Oft-Forgiving, Most Merciful.","['aqidah', 'akhlak']"
34,1,"Praise be to Allah, to Whom belong all things in the heavens and on earth: to Him be Praise in the Hereafter: and He is Full of Wisdom, acquainted with all things.","['aqidah', 'alam-dunia']"
34,2,"He knows all that goes into the earth, and all that comes out thereof; all that comes down from the sky and all that ascends thereto and He is the Most Merciful, the Oft-Forgiving.","['aqidah', 'alam-dunia']"
34,3,"The Unbelievers say, ""Never to us will come the Hour"": Say, ""Nay! but most surely, by my Lord, it will come upon you;- by Him Who knows the unseen,- from Whom is not hidden the least little atom in the heavens or on earth: Nor is there anything less than that, or greater, but is in the Record Perspicuous:","['aqidah', 'alam-dunia', 'alam-akhirat']"
34,4,"That He may reward those who believe and work deeds of righteousness: for such is Forgiveness and a Sustenance Most Generous.""","['aqidah', 'akhlak']"
34,6,"And those to whom knowledge has come see that the (Revelation) sent down to thee from thy Lord - that is the Truth, and that it guides to the Path of the Exalted (in might), Worthy of all praise.",['aqidah']
34,7,"The Unbelievers say (in ridicule): ""Shall we point out to you a man that will tell you, when ye are all scattered to pieces in disintegration, that ye shall (then be raised) in a New Creation?",['aqidah']
34,8,"""Has he invented a falsehood against Allah, or has a spirit (seized) him?""- Nay, it is those who believe not in the Hereafter, that are in (real) Penalty, and in farthest error.",['alam-akhirat']
34,9,"See they not what is before them and behind them, of the sky and the earth? If We wished, We could cause the earth to swallow them up, or cause a piece of the sky to fall upon them. Verily in this is a Sign for every devotee that turns to Allah (in repentance).",['alam-dunia']
34,10,"We bestowed Grace aforetime on David from ourselves: ""O ye Mountains! Sing ye back the Praises of Allah with him! and ye birds (also)! And We made the iron soft for him;-","['aqidah', 'kisah', 'alam-dunia']"
34,11,"(Commanding), ""Make thou coast of mail, balancing well the rings of chain armour, and work ye righteousness; for be sure I see (clearly) all that ye do.""","['aqidah', 'kisah']"
34,12,"And to Solomon (We made) the Wind (obedient): Its early morning (stride) was a month's (journey), and its evening (stride) was a month's (journey); and We made a Font of molten brass to flow for him; and there were Jinns that worked in front of him, by the leave of his Lord, and if any of them turned aside from our command, We made him taste of the Penalty of the Blazing Fire.","['aqidah', 'kisah', 'alam-ghaib', 'alam-akhirat']"
34,13,"They worked for him as he desired, (making) arches, images, basons as large as reservoirs, and (cooking) cauldrons fixed (in their places): ""Work ye, sons of David, with thanks! but few of My servants are grateful!""","['akhlak', 'kisah', 'alam-ghaib']"
34,14,"Then, when We decreed (Solomon's) death, nothing showed them his death except a little worm of the earth, which kept (slowly) gnawing away at his staff: so when he fell down, the Jinns saw plainly that if they had known the unseen, they would not have tarried in the humiliating Penalty (of their Task).","['akhlak', 'kisah', 'alam-dunia', 'alam-ghaib']"
34,15,"There was, for Saba, aforetime, a Sign in their home-land - two Gardens to the right and to the left. ""Eat of the Sustenance (provided) by your Lord, and be grateful to Him: a territory fair and happy, and a Lord Oft-Forgiving!","['aqidah', 'alam-akhirat']"
34,19,"But they said: ""Our Lord! Place longer distances between our journey-stages"": but they wronged themselves (therein). At length We made them as a tale (that is told), and We dispersed them all in scattered fragments. Verily in this are Signs for every (soul that is) patiently constant and grateful.","['akhlak', 'ilmu']"
34,20,"And on them did Satan prove true his idea, and they followed him, all but a party that believed.","['kisah', 'alam-ghaib']"
34,22,"Say: ""Call upon other (gods) whom ye fancy, besides Allah: They have no power,- not the weight of an atom,- in the heavens or on earth: No (sort of) share have they therein, nor is any of them a helper to Allah.",['alam-dunia']
