,source,target
51641,receive,admonition
51642,say,ye
51643,ye,servants
51644,servants,believe
51645,believe,fear
51646,fear,lord
51647,lord,good
51648,good,reward
51649,reward,good
51650,good,world
51651,world,spacious
51652,spacious,allah
51653,allah,earth
51654,earth,patiently
51655,patiently,persevere
51656,persevere,truly
51657,truly,receivereward
51658,receivereward,without
51659,without,measure
51660,say,verily
51661,verily,commanded
51662,commanded,serve
51663,serve,allah
51664,allah,sincere
51665,sincere,devotion
51666,andam,commanded
51667,commanded,first
51668,first,bow
51669,bow,allah
51670,allah,islam
51671,say,would
51672,would,ifdisobeyed
51673,ifdisobeyed,lord
51674,lord,indeed
51675,indeed,fear
51676,fear,penalty
51677,penalty,ofmighty
51678,ofmighty,day
51679,say,allahserve
51680,allahserve,sincere
51681,sincere,exclusive
51682,exclusive,devotion
51683,serve,ye
51684,ye,ye
51685,ye,besides
51686,besides,say
51687,say,truly
51688,truly,loss
51689,loss,lose
51690,lose,souls
51691,souls,people
51692,people,day
51693,day,judgment
51694,judgment,ah
51695,ah,indeed
51696,indeed,real
51697,real,evident
51698,evident,loss
51699,shall,layers
51700,layers,fire
51701,fire,layers
51702,layers,fire
51703,fire,doth
51704,doth,allah
51705,allah,warn
51706,warn,servants
51707,servants,servants
51708,servants,fear
51709,fear,ye
51710,eschew,evil
51711,evil,fall
51712,fall,worship
51713,worship,turn
51714,turn,allah
51715,allah,repentance
51716,repentance,good
51717,good,news
51718,news,announce
51719,announce,good
51720,good,news
51721,news,servants
51722,listen,word
51723,word,follow
51724,follow,best
51725,best,meaning
51726,meaning,ones
51727,ones,allah
51728,allah,guided
51729,guided,ones
51730,ones,endued
51731,endued,understanding
51732,one,decree
51733,decree,punishment
51734,punishment,justly
51735,justly,due
51736,due,equal
51737,equal,one
51738,one,eschews
51739,eschews,evil
51740,evil,wouldst
51741,wouldst,thou
51742,thou,deliver
51743,deliver,one
51744,one,fire
51745,fear,lord
51746,lord,lofty
51747,lofty,mansions
51748,mansions,one
51749,one,another
51750,another,built
51751,built,beneath
51752,beneath,flow
51753,flow,rivers
51754,rivers,delight
51755,delight,promise
51756,promise,allah
51757,allah,never
51758,never,doth
51759,doth,allah
51760,allah,fail
51761,fail,promise
51762,seest,thou
51763,thou,allah
51764,allah,sends
51765,sends,rain
51766,rain,sky
51767,sky,leads
51768,leads,springs
51769,springs,earth
51770,earth,causes
51771,causes,grow
51772,grow,therewith
51773,therewith,produce
51774,produce,various
51775,various,colours
51776,colours,withers
51777,withers,thou
51778,thou,wilt
51779,wilt,see
51780,see,grow
51781,grow,yellow
51782,yellow,makes
51783,makes,dry
51784,dry,crumble
51785,crumble,away
51786,away,truly
51787,truly,ismessage
51788,ismessage,remembrance
51789,remembrance,men
51790,men,understanding
51791,one,whose
51792,whose,heart
51793,heart,allah
51794,allah,opened
51795,opened,islam
51796,islam,received
51797,received,enlightenment
51798,enlightenment,allah
51799,allah,better
51800,better,one
51801,one,hard
51802,hard,hearted
51803,hearted,woe
51804,woe,whose
51805,whose,hearts
51806,hearts,hardened
51807,hardened,celebrating
51808,celebrating,praises
51809,praises,allah
51810,allah,manifestly
51811,manifestly,wandering
51812,wandering,error
51813,allah,revealed
51814,revealed,time
51815,time,time
51816,time,beautiful
51817,beautiful,message
51818,message,form
51819,form,ofbook
51820,ofbook,consistent
51821,consistent,yet
51822,yet,repeating
51823,repeating,teaching
51824,teaching,various
51825,various,aspects
51826,aspects,skins
51827,skins,fear
51828,fear,lord
51829,lord,tremble
51830,tremble,thereat
51831,thereat,skins
51832,skins,hearts
51833,hearts,soften
51834,soften,celebration
51835,celebration,allah
51836,allah,praises
51837,praises,guidance
51838,guidance,allah
51839,allah,guides
51840,guides,therewith
51841,therewith,pleases
51842,pleases,allah
51843,allah,leaves
51844,leaves,stray
51845,stray,none
51846,none,guide
51847,one,fear
51848,fear,brunt
51849,brunt,penalty
51850,penalty,day
51851,day,judgment
51852,judgment,receive
51853,receive,face
51854,face,like
51855,like,one
51856,one,guarded
51857,guarded,therefrom
51858,therefrom,said
51859,said,wrong
51860,wrong,doers
51861,doers,taste
51862,taste,ye
51863,ye,fruits
51864,fruits,ye
51865,ye,earned
51866,also,rejected
51867,rejected,revelation
51868,revelation,punishment
51869,punishment,came
51870,came,directions
51871,directions,perceive
51872,allah,gave
51873,gave,themtaste
51874,themtaste,humiliation
51875,humiliation,present
51876,present,life
51877,life,greater
51878,greater,punishment
51879,punishment,hereafter
51880,hereafter,knew
51881,put,forth
51882,forth,men
51883,men,qur
51884,qur,every
51885,every,kind
51886,kind,parable
51887,parable,order
51888,order,may
51889,may,receive
51890,receive,admonition
51891,isqur,arabic
51892,arabic,without
51893,without,crookedness
51894,crookedness,therein
51895,therein,order
51896,order,may
51897,may,guard
51898,guard,evil
51899,allah,puts
51900,puts,forthparableman
51901,forthparableman,belonging
51902,belonging,many
51903,many,partners
51904,partners,variance
51905,variance,andman
51906,andman,belonging
51907,belonging,entirely
51908,entirely,one
51909,one,master
51910,master,two
51911,two,equal
51912,equal,comparison
51913,comparison,praise
51914,praise,allah
51915,allah,knowledge
51916,truly,thou
51917,thou,wilt
51918,wilt,die
51919,die,one
51920,one,day
51921,day,truly
51922,truly,die
51923,die,one
51924,one,day
51925,end,ye
51926,ye,day
51927,day,judgment
51928,judgment,settle
51929,settle,disputes
51930,disputes,presence
51931,presence,lord
51932,doth,wrong
51933,wrong,one
51934,one,utterslie
51935,utterslie,concerning
51936,concerning,allah
51937,allah,rejects
51938,rejects,truth
51939,truth,comes
51940,comes,hell
51941,hell,abode
51942,abode,blasphemers
51943,brings,truth
51944,truth,confirms
51945,confirms,supports
51946,supports,men
51947,men,right
51948,shall,wish
51949,wish,presence
51950,presence,lord
51951,lord,reward
51952,reward,good
51953,allah,turn
51954,turn,even
51955,even,worst
51956,worst,deeds
51957,deeds,give
51958,give,reward
51959,reward,according
51960,according,best
51961,best,done
51962,allah,enough
51963,enough,servant
51964,servant,try
51965,try,frighten
51966,frighten,thee
51967,thee,gods
51968,gods,besides
51969,besides,allah
51970,allah,leaves
51971,leaves,stray
51972,stray,guide
51973,allah,doth
51974,doth,guide
51975,guide,none
51976,none,lead
51977,lead,astray
51978,astray,allah
51979,allah,exalted
51980,exalted,power
51981,power,able
51982,able,enforce
51983,enforce,lord
51984,lord,retribution
51985,indeed,thou
51986,thou,ask
51987,ask,created
51988,created,heavens
51989,heavens,earth
51990,earth,would
51991,would,sure
51992,sure,say
51993,say,allah
51994,allah,say
51995,say,see
51996,see,ye
51997,ye,things
51998,things,ye
51999,ye,invoke
52000,invoke,besides
52001,besides,allah
52002,allah,allah
52003,allah,wills
52004,wills,penalty
52005,penalty,remove
52006,remove,penalty
52007,penalty,wills
52008,wills,grace
52009,grace,keep
52010,keep,back
52011,back,grace
52012,grace,say
52013,say,sufficient
52014,sufficient,allah
52015,allah,trust
52016,trust,put
52017,put,trust
52018,say,people
52019,people,whatever
52020,whatever,ye
52021,ye,part
52022,part,soon
52023,soon,ye
52024,ye,know
52025,comespenalty,ignominy
52026,ignominy,descendspenalty
52027,descendspenalty,abides
52028,verily,revealed
52029,revealed,book
52030,book,thee
52031,thee,truth
52032,truth,instructing
52033,instructing,mankind
52034,mankind,receives
52035,receives,guidance
52036,guidance,benefits
52037,benefits,soul
52038,soul,strays
52039,strays,injures
52040,injures,soul
52041,soul,art
52042,art,thou
52043,thou,set
52044,set,dispose
52045,dispose,affairs
52046,allah,takes
52047,takes,souls
52048,souls,men
52049,men,death
52050,death,die
52051,die,takes
52052,takes,sleep
52053,sleep,passed
52054,passed,decree
52055,decree,death
52056,death,keeps
52057,keeps,back
52058,back,returning
52059,returning,life
52060,life,rest
52061,rest,sends
52062,sends,bodies
52063,bodies,forterm
52064,forterm,appointed
52065,appointed,verily
52066,verily,signs
52067,signs,reflect
52068,take,intercessors
52069,intercessors,others
52070,others,besides
52071,besides,allah
52072,allah,say
52073,say,even
52074,even,power
52075,power,whatever
52076,whatever,intelligence
52077,say,allah
52078,allah,belongs
52079,belongs,exclusively
52080,exclusively,right
52081,right,grant
52082,grant,intercession
52083,intercession,belongs
52084,belongs,dominion
52085,dominion,heavens
52086,heavens,earth
52087,earth,end
52088,end,ye
52089,ye,shall
52090,shall,brought
52091,brought,back
52092,allah,one
52093,one,mentioned
52094,mentioned,hearts
52095,hearts,believe
52096,believe,hereafter
52097,hereafter,filled
52098,filled,disgust
52099,disgust,horror
52100,horror,gods
52101,gods,mentioned
52102,mentioned,behold
52103,behold,filled
52104,filled,joy
52105,say,allah
52106,allah,creator
52107,creator,heavens
52108,heavens,earth
52109,earth,knower
52110,knower,hidden
52111,hidden,open
52112,open,thou
52113,thou,wilt
52114,wilt,judge
52115,judge,thy
52116,thy,servants
52117,servants,matters
52118,matters,differed
52119,even,wrong
52120,wrong,doers
52121,doers,earth
52122,earth,much
52123,much,vain
52124,vain,would
52125,would,offer
52126,offer,ransom
52127,ransom,pain
52128,pain,penalty
52129,penalty,day
52130,day,judgment
52131,judgment,something
52132,something,confront
52133,confront,allah
52134,allah,could
52135,could,never
52136,never,counted
52137,counted,upon
52138,evils,deeds
52139,deeds,confront
52140,confront,completely
52141,completely,encircled
52142,encircled,used
52143,used,mock
52144,trouble,touches
52145,touches,man
52146,man,cries
52147,cries,us
52148,us,bestowfavour
52149,bestowfavour,upon
52150,upon,says
52151,says,given
52152,given,ofcertain
52153,ofcertain,knowledgehave
52154,knowledgehave,nay
52155,nay,buttrial
52156,buttrial,understand
52157,thus,generations
52158,generations,say
52159,say,profit
52160,nay,evil
52161,evil,results
52162,results,deeds
52163,deeds,overtook
52164,overtook,wrong
52165,wrong,doers
52166,doers,generation
52167,generation,evil
52168,evil,results
52169,results,deeds
52170,deeds,soon
52171,soon,overtake
52172,overtake,never
52173,never,able
52174,able,frustrate
52175,frustrate,plan
52176,know,allah
52177,allah,enlarges
52178,enlarges,provision
52179,provision,restricts
52180,restricts,pleases
52181,pleases,verily
52182,verily,signs
52183,signs,believe
52184,say,servants
52185,servants,transgressed
52186,transgressed,souls
52187,souls,despair
52188,despair,mercy
52189,mercy,allah
52190,allah,allah
52191,allah,forgives
52192,forgives,sins
52193,sins,oft
52194,oft,forgiving
52195,forgiving,merciful
52196,turn,ye
52197,ye,lord
52198,lord,repentance
52199,repentance,bow
52200,bow,penalty
52201,penalty,comes
52202,comes,ye
52203,ye,shall
52204,shall,helped
52205,follow,best
52206,best,courses
52207,courses,revealed
52208,revealed,lord
52209,lord,penalty
52210,penalty,comes
52211,comes,ofsudden
52212,ofsudden,ye
52213,ye,perceive
52214,lest,soul
52215,soul,say
52216,say,ah
52217,ah,woe
52218,woe,thatneglected
52219,thatneglected,duty
52220,duty,towards
52221,towards,allah
52222,allah,among
52223,among,mocked
52224,lest,say
52225,say,allah
52226,allah,guided
52227,guided,certainly
52228,certainly,among
52229,among,righteous
52230,lest,say
52231,say,actually
52232,actually,sees
52233,sees,penalty
52234,penalty,onlyhad
52235,onlyhad,another
52236,another,chance
52237,chance,certainly
52238,certainly,among
52239,among,good
52240,reply,nay
52241,nay,came
52242,came,thee
52243,thee,signs
52244,signs,thou
52245,thou,didst
52246,didst,reject
52247,reject,thou
52248,thou,wast
52249,wast,haughty
52250,haughty,became
52251,became,one
52252,one,reject
52253,reject,faith
52254,day,judgment
52255,judgment,wilt
52256,wilt,thou
52257,thou,see
52258,see,told
52259,told,lies
52260,lies,allah
52261,allah,faces
52262,faces,turned
52263,turned,black
52264,black,hell
52265,hell,abode
52266,abode,haughty
52267,allah,deliver
52268,deliver,righteous
52269,righteous,place
52270,place,salvation
52271,salvation,evil
52272,evil,shall
52273,shall,touch
52274,touch,shall
52275,shall,grieve
52276,allah,creator
52277,creator,things
52278,things,guardian
52279,guardian,disposer
52280,disposer,affairs
52281,belong,keys
52282,keys,heavens
52283,heavens,earth
52284,earth,reject
52285,reject,signs
52286,signs,allah
52287,allah,loss
52288,say,one
52289,one,allah
52290,allah,ye
52291,ye,order
52292,order,worship
52293,worship,ye
52294,ye,ignorant
52295,ignorant,ones
52296,already,revealed
52297,revealed,thee
52298,thee,thee
52299,thee,thou
52300,thou,wert
52301,wert,join
52302,join,gods
52303,gods,allah
52304,allah,truly
52305,truly,fruitless
52306,fruitless,thy
52307,thy,work
52308,work,life
52309,life,thou
52310,thou,wilt
52311,wilt,surely
52312,surely,ranks
52313,ranks,lose
52314,lose,spiritual
52315,spiritual,good
52316,nay,worship
52317,worship,allah
52318,allah,give
52319,give,thanks
52320,estimate,made
52321,made,allah
52322,allah,due
52323,due,day
52324,day,judgment
52325,judgment,whole
52326,whole,earth
52327,earth,handful
52328,handful,heavens
52329,heavens,rolled
52330,rolled,right
52331,right,hand
52332,hand,glory
52333,glory,high
52334,high,partners
52335,partners,attribute
52336,trumpet,sounded
52337,sounded,heavens
52338,heavens,earth
52339,earth,swoon
52340,swoon,except
52341,except,please
52342,please,allah
52343,allah,exempt
52344,exempt,willsecond
52345,willsecond,one
52346,one,sounded
52347,sounded,behold
52348,behold,standing
52349,standing,looking
52350,earth,shine
52351,shine,glory
52352,glory,lord
52353,lord,record
52354,record,deeds
52355,deeds,placed
52356,placed,open
52357,open,prophets
52358,prophets,witnesses
52359,witnesses,brought
52360,brought,forward
52361,forward,andjust
52362,andjust,decision
52363,decision,pronounced
52364,pronounced,wronged
52365,wronged,least
52366,every,soul
52367,soul,paid
52368,paid,full
52369,full,fruit
52370,fruit,deeds
52371,deeds,allah
52372,allah,knoweth
52373,knoweth,best
52374,unbelievers,led
52375,led,hell
52376,hell,crowd
52377,crowd,arrive
52378,arrive,gates
52379,gates,opened
52380,opened,keepers
52381,keepers,say
52382,say,messengers
52383,messengers,come
52384,come,among
52385,among,rehearsing
52386,rehearsing,signs
52387,signs,lord
52388,lord,warning
52389,warning,meeting
52390,meeting,day
52391,day,answer
52392,answer,true
52393,true,decree
52394,decree,punishment
52395,punishment,proved
52396,proved,true
52397,true,unbelievers
52398,said,enter
52399,enter,ye
52400,ye,gates
52401,gates,hell
52402,hell,dwell
52403,dwell,therein
52404,therein,evil
52405,evil,abode
52406,abode,arrogant
52407,feared,lord
52408,lord,led
52409,led,garden
52410,garden,crowds
52411,crowds,behold
52412,behold,arrive
52413,arrive,gates
52414,gates,opened
52415,opened,keepers
52416,keepers,say
52417,say,peace
52418,peace,upon
52419,upon,well
52420,well,ye
52421,ye,done
52422,done,enter
52423,enter,ye
52424,ye,dwell
52425,dwell,therein
52426,say,praise
52427,praise,allah
52428,allah,truly
52429,truly,fulfilled
52430,fulfilled,promise
52431,promise,us
52432,us,given
52433,given,us
52434,us,land
52435,land,heritage
52436,heritage,dwell
52437,dwell,garden
52438,garden,excellentreward
52439,excellentreward,work
52440,work,righteousness
52441,thou,wilt
52442,wilt,see
52443,see,angels
52444,angels,surrounding
52445,surrounding,throne
52446,throne,divine
52447,divine,sides
52448,sides,singing
52449,singing,glory
52450,glory,praise
52451,praise,lord
52452,lord,decision
52453,decision,judgment
52454,judgment,perfect
52455,perfect,justice
52456,justice,cry
52457,cry,sides
52458,sides,praise
52459,praise,allah
52460,allah,lord
52461,lord,worlds
52462,ha,mim
52463,revelation,book
52464,book,allah
52465,allah,exalted
52466,exalted,power
52467,power,full
52468,full,knowledge
52469,forgiveth,sin
52470,sin,accepteth
52471,accepteth,repentance
52472,repentance,strict
52473,strict,punishment
52474,punishment,hathlong
52475,hathlong,reach
52476,reach,things
52477,things,god
52478,god,final
52479,final,goal
52480,none,dispute
52481,dispute,signs
52482,signs,allah
52483,allah,unbelievers
52484,unbelievers,let
52485,let,strutting
52486,strutting,land
52487,land,deceive
52488,deceive,thee
52489,people,denied
52490,denied,signs
52491,signs,people
52492,people,noah
52493,noah,confederates
52494,confederates,evil
52495,evil,every
52496,every,people
52497,people,plotted
52498,plotted,prophet
52499,prophet,seize
52500,seize,disputed
52501,disputed,means
52502,means,vanities
52503,vanities,therewith
52504,therewith,condemn
52505,condemn,truth
52506,truth,wasthat
52507,wasthat,seized
52508,seized,terrible
52509,terrible,requital
52510,thus,decree
52511,decree,thy
52512,thy,lord
52513,lord,proved
52514,proved,true
52515,true,unbelievers
52516,unbelievers,truly
52517,truly,companions
52518,companions,fire
52519,sustain,throne
52520,throne,allah
52521,allah,around
52522,around,sing
52523,sing,glory
52524,glory,praise
52525,praise,lord
52526,lord,believe
52527,believe,implore
52528,implore,forgiveness
52529,forgiveness,believe
52530,believe,lord
52531,lord,thy
52532,thy,reach
52533,reach,things
52534,things,mercy
52535,mercy,knowledge
52536,knowledge,forgive
52537,forgive,turn
52538,turn,repentance
52539,repentance,follow
52540,follow,thy
52541,thy,path
52542,path,preserve
52543,preserve,penalty
52544,penalty,blazing
52545,blazing,fire
52546,grant,lord
52547,lord,enter
52548,enter,gardens
52549,gardens,eternity
52550,eternity,thou
52551,thou,hast
52552,hast,promised
52553,promised,righteous
52554,righteous,among
52555,among,fathers
52556,fathers,wives
52557,wives,posterity
52558,posterity,thou
52559,thou,art
52560,art,exalted
52561,exalted,might
52562,might,full
52563,full,wisdom
52564,preserve,ills
52565,ills,thou
52566,thou,dost
52567,dost,preserve
52568,preserve,ills
52569,ills,day
52570,day,wilt
52571,wilt,thou
52572,thou,bestowed
52573,bestowed,mercy
52574,mercy,indeed
52575,indeed,truly
52576,truly,highest
52577,highest,achievement
52578,unbelievers,addressed
52579,addressed,greater
52580,greater,aversion
52581,aversion,allah
52582,allah,aversion
52583,aversion,seeing
52584,seeing,ye
52585,ye,called
52586,called,faith
52587,faith,ye
52588,ye,used
52589,used,refuse
52590,say,lord
52591,lord,twice
52592,twice,hast
52593,hast,thou
52594,thou,made
52595,made,us
52596,us,without
52597,without,life
52598,life,twice
52599,twice,hast
52600,hast,thou
52601,thou,given
52602,given,us
52603,us,life
52604,life,recognised
52605,recognised,sins
52606,sins,way
52607,answer,allah
52608,allah,invoked
52609,invoked,object
52610,object,worship
52611,worship,ye
52612,ye,reject
52613,reject,faith
52614,faith,partners
52615,partners,joined
52616,joined,ye
52617,ye,believed
52618,believed,command
52619,command,allah
52620,allah,high
52621,high,great
52622,showeth,signs
52623,signs,sendeth
52624,sendeth,sustenance
52625,sustenance,sky
52626,sky,receive
52627,receive,admonition
52628,admonition,turn
52629,turn,allah
52630,call,ye
52631,ye,upon
52632,upon,allah
52633,allah,sincere
52634,sincere,devotion
52635,devotion,even
52636,even,though
52637,though,unbelievers
52638,unbelievers,may
52639,may,detest
52640,raised,high
52641,high,ranks
52642,ranks,degrees
52643,degrees,lord
52644,lord,throne
52645,throne,authority
52646,authority,command
52647,command,doth
52648,doth,send
52649,send,spirit
52650,spirit,inspiration
52651,inspiration,servants
52652,servants,pleases
52653,pleases,may
52654,may,warn
52655,warn,men
52656,men,day
52657,day,mutual
52658,mutual,meeting
52659,day,whereon
52660,whereon,come
52661,come,forth
52662,forth,notsingle
52663,notsingle,thing
52664,thing,concerning
52665,concerning,hidden
52666,hidden,allah
52667,allah,whose
52668,whose,dominion
52669,dominion,day
52670,day,allah
52671,allah,one
52672,one,irresistible
52673,day,every
52674,every,soul
52675,soul,requited
52676,requited,earned
52677,earned,injustice
52678,injustice,day
52679,day,allah
52680,allah,swift
52681,swift,taking
52682,taking,account
52683,warn,day
52684,day,ever
52685,ever,drawing
52686,drawing,near
52687,near,hearts
52688,hearts,come
52689,come,right
52690,right,throats
52691,throats,choke
52692,choke,intimate
52693,intimate,friend
52694,friend,intercessor
52695,intercessor,wrong
52696,wrong,doers
52697,doers,could
52698,could,listened
52699,allah,knows
52700,knows,tricks
52701,tricks,deceive
52702,deceive,eyes
52703,eyes,hearts
52704,hearts,men
52705,men,conceal
52706,allah,judge
52707,judge,justice
52708,justice,truth
52709,truth,men
52710,men,invoke
52711,invoke,besides
52712,besides,inposition
52713,inposition,judge
52714,judge,verily
52715,verily,allah
52716,allah,alone
52717,alone,hears
52718,hears,sees
52719,sees,things
52720,travel,earth
52721,earth,see
52722,see,end
52723,end,even
52724,even,superior
52725,superior,strength
52726,strength,traces
52727,traces,left
52728,left,land
52729,land,allah
52730,allah,call
52731,call,account
52732,account,sins
52733,sins,none
52734,none,defend
52735,defend,allah
52736,came,messengers
52737,messengers,clear
52738,clear,signs
52739,signs,rejected
52740,rejected,allah
52741,allah,called
52742,called,account
52743,account,full
52744,full,strength
52745,strength,strict
52746,strict,punishment
52747,old,sent
52748,sent,moses
52749,moses,signs
52750,signs,authority
52751,authority,manifest
52752,pharaoh,haman
52753,haman,qarun
52754,qarun,called
52755,called,sorcerer
52756,sorcerer,telling
52757,telling,lies
52758,came,truth
52759,truth,us
52760,us,said
52761,said,slay
52762,slay,sons
52763,sons,believe
52764,believe,keep
52765,keep,alive
52766,alive,females
52767,females,plots
52768,plots,unbelievers
52769,unbelievers,end
52770,end,nothing
52771,nothing,errors
52772,errors,delusions
52773,said,pharaoh
52774,pharaoh,leave
52775,leave,slay
52776,slay,moses
52777,moses,let
52778,let,call
52779,call,lord
52780,lord,whatfear
52781,whatfear,lest
52782,lest,change
52783,change,religion
52784,religion,lest
52785,lest,cause
52786,cause,mischief
52787,mischief,appear
52788,appear,land
52789,moses,said
52790,said,indeed
52791,indeed,called
52792,called,upon
52793,upon,lord
52794,lord,lord
52795,lord,protection
52796,protection,every
52797,every,arrogant
52798,arrogant,one
52799,one,believes
52800,believes,day
52801,day,account
52802,believer,man
52803,man,among
52804,among,people
52805,people,pharaoh
52806,pharaoh,concealed
52807,concealed,faith
52808,faith,said
52809,said,ye
52810,ye,slayman
52811,slayman,says
52812,says,lord
52813,lord,allah
52814,allah,indeed
52815,indeed,come
52816,come,clear
52817,clear,signs
52818,signs,lord
52819,lord,beliar
52820,beliar,sin
52821,sin,lie
52822,lie,telling
52823,telling,truth
52824,truth,fall
52825,fall,something
52826,something,calamity
52827,calamity,warns
52828,warns,truly
52829,truly,allah
52830,allah,guides
52831,guides,one
52832,one,transgresses
52833,transgresses,lies
52834,people,dominion
52835,dominion,day
52836,day,ye
52837,ye,upper
52838,upper,hand
52839,hand,land
52840,land,help
52841,help,us
52842,us,punishment
52843,punishment,allah
52844,allah,befall
52845,befall,us
52846,us,pharaoh
52847,pharaoh,said
52848,said,point
52849,point,whichsee
52850,whichsee,doguide
52851,doguide,path
52852,path,right
52853,said,man
52854,man,believed
52855,believed,people
52856,people,trulydo
52857,trulydo,fear
52858,fear,something
52859,something,like
52860,like,day
52861,day,disaster
52862,disaster,confederates
52863,confederates,sin
52864,something,like
52865,like,fate
52866,fate,people
52867,people,noah
52868,noah,ad
52869,ad,thamud
52870,thamud,came
52871,came,allah
52872,allah,never
52873,never,wishes
52874,wishes,injustice
52875,injustice,servants
52876,andmy,people
52877,people,fear
52878,fear,youday
52879,youday,mutual
52880,mutual,calling
52881,calling,wailing
52882,day,ye
52883,ye,shall
52884,shall,turn
52885,turn,backs
52886,backs,flee
52887,flee,defender
52888,defender,shall
52889,shall,ye
52890,ye,allah
52891,allah,allah
52892,allah,leaves
52893,leaves,stray
52894,stray,none
52895,none,guide
52896,came,joseph
52897,joseph,times
52898,times,gone
52899,gone,clear
52900,clear,signs
52901,signs,ye
52902,ye,ceased
52903,ceased,doubt
52904,doubt,mission
52905,mission,come
52906,come,length
52907,length,died
52908,died,ye
52909,ye,said
52910,said,messenger
52911,messenger,allah
52912,allah,send
52913,send,thus
52914,thus,doth
52915,doth,allah
52916,allah,leave
52917,leave,stray
52918,stray,transgress
52919,transgress,live
52920,live,doubt
52921,dispute,signs
52922,signs,allah
52923,allah,without
52924,without,authority
52925,authority,hath
52926,hath,reached
52927,reached,grievous
52928,grievous,odious
52929,odious,conduct
52930,conduct,sight
52931,sight,allah
52932,allah,believers
52933,believers,thus
52934,thus,doth
52935,doth,allah
52936,allah,seal
52937,seal,every
52938,every,heart
52939,heart,arrogant
52940,arrogant,obstinate
52941,obstinate,transgressors
52942,pharaoh,said
52943,said,haman
52944,haman,build
52945,build,melofty
52946,melofty,palace
52947,palace,thatmay
52948,thatmay,attain
52949,attain,ways
52950,ways,means
52951,ways,means
52952,means,reaching
52953,reaching,heavens
52954,heavens,thatmay
52955,thatmay,mount
52956,mount,god
52957,god,moses
52958,moses,far
52959,far,asam
52960,asam,concerned
52961,concerned,think
52962,think,moses
52963,moses,isliar
52964,isliar,thus
52965,thus,made
52966,made,alluring
52967,alluring,pharaoh
52968,pharaoh,eyes
52969,eyes,evil
52970,evil,deeds
52971,deeds,hindered
52972,hindered,path
52973,path,plot
52974,plot,pharaoh
52975,pharaoh,led
52976,led,nothing
52977,nothing,perdition
52978,man,believed
52979,believed,said
52980,said,people
52981,people,follow
52982,follow,lead
52983,lead,path
52984,path,right
52985,people,life
52986,life,present
52987,present,nothing
52988,nothing,temporary
52989,temporary,convenience
52990,convenience,hereafter
52991,hereafter,home
52992,home,last
52993,works,evil
52994,evil,requited
52995,requited,like
52996,like,thereof
52997,thereof,worksrighteous
52998,worksrighteous,deed
52999,deed,whether
53000,whether,man
53001,man,woman
53002,woman,isbeliever
53003,isbeliever,enter
53004,enter,garden
53005,garden,bliss
53006,bliss,therein
53007,therein,abundance
53008,abundance,without
53009,without,measure
53010,andmy,people
53011,people,strange
53012,strange,call
53013,call,salvation
53014,salvation,ye
53015,ye,call
53016,call,fire
53017,ye,call
53018,call,upon
53019,upon,blaspheme
53020,blaspheme,allah
53021,allah,join
53022,join,partners
53023,partners,whomhave
53024,whomhave,knowledge
53025,knowledge,andcall
53026,andcall,exalted
53027,exalted,power
53028,power,forgives
53029,without,doubt
53030,doubt,ye
53031,ye,call
53032,call,one
53033,one,fit
53034,fit,called
53035,called,whether
53036,whether,world
53037,world,hereafter
53038,hereafter,return
53039,return,allah
53040,allah,transgressors
53041,transgressors,companions
53042,companions,fire
53043,soon,ye
53044,ye,remember
53045,remember,whatsay
53046,whatsay,affaircommit
53047,affaircommit,allah
53048,allah,allah
53049,allah,ever
53050,ever,watches
53051,watches,servants
53052,allah,saved
53053,saved,every
53054,every,ill
53055,ill,plotted
53056,plotted,burnt
53057,burnt,penalty
53058,penalty,encompassed
53059,encompassed,sides
53060,sides,people
53061,people,pharaoh
53062,front,fire
53063,fire,brought
53064,brought,morning
53065,morning,evening
53066,evening,sentence
53067,sentence,day
53068,day,judgment
53069,judgment,established
53070,established,cast
53071,cast,ye
53072,ye,people
53073,people,pharaoh
53074,pharaoh,severest
53075,severest,penalty
53076,behold,dispute
53077,dispute,fire
53078,fire,weak
53079,weak,ones
53080,ones,followed
53081,followed,say
53082,say,arrogant
53083,arrogant,followed
53084,followed,ye
53085,ye,take
53086,take,us
53087,us,share
53088,share,fire
53089,arrogant,say
53090,say,fire
53091,fire,truly
53092,truly,allah
53093,allah,judged
53094,judged,servants
53095,fire,say
53096,say,keepers
53097,keepers,hell
53098,hell,pray
53099,pray,lord
53100,lord,lighten
53101,lighten,us
53102,us,penalty
53103,penalty,forday
53104,forday,least
53105,say,come
53106,come,messengers
53107,messengers,clear
53108,clear,signs
53109,signs,say
53110,say,yes
53111,yes,reply
53112,reply,pray
53113,pray,ye
53114,ye,like
53115,like,prayer
53116,prayer,without
53117,without,faith
53118,faith,nothing
53119,nothing,futile
53120,futile,wandering
53121,wandering,mazes
53122,mazes,error
53123,without,doubt
53124,doubt,help
53125,help,messengers
53126,messengers,believe
53127,believe,world
53128,world,life
53129,life,day
53130,day,witnesses
53131,witnesses,stand
53132,stand,forth
53133,day,profit
53134,profit,wrong
53135,wrong,doers
53136,doers,present
53137,present,excuses
53138,excuses,curse
53139,curse,home
53140,home,misery
53141,aforetime,give
53142,give,moses
53143,moses,book
53144,book,guidance
53145,guidance,gave
53146,gave,book
53147,book,inheritance
53148,inheritance,children
53149,children,israel
53150,guide,andmessage
53151,andmessage,men
53152,men,understanding
